INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
31218-83-4	CAS-RN	DTXSID7032470	Propetamphos	CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C	CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
31225-17-9	CAS-RN	DTXSID8067602	N-(3,4-Dichlorophenyl)-N'-hydroxyurea	ONC(=O)NC1=CC(Cl)=C(Cl)C=C1	ONC(=O)NC1=CC(Cl)=C(Cl)C=C1
31230-24-7	CAS-RN	DTXSID70185151	Acetamide, N-(2-methoxycarbonylfuryl)-	COC(=O)C1=CC=C(NC(C)=O)O1	COC(=O)C1=CC=C(NC(C)=O)O1
31232-27-6	CAS-RN	DTXSID60953301	10-(1-Methylpiperidin-4-ylidene)-9,10-dihydroanthracen-9-ol--hydrogen chloride (1/1)	Cl.CN1CCC(CC1)=C1C2=CC=CC=C2C(O)C2=CC=CC=C12	CN1CCC(CC1)=C1C2=CC=CC=C2C(O)C2=CC=CC=C12
31251-03-3	CAS-RN	DTXSID80185182	1-(3-Trifluoromethyltrityl)-1H-1,2,4-triazole	FC(F)(F)C1=CC=CC(=C1)C(N1C=NC=N1)(C1=CC=CC=C1)C1=CC=CC=C1	FC(F)(F)C1=CC=CC(=C1)C(N1C=NC=N1)(C1=CC=CC=C1)C1=CC=CC=C1
31291-71-1	NO_MATCH	-	-	-	-
313-67-7	CAS-RN	DTXSID0040969	Aristolochic acid	COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C(O)=O)[N+]([O-])=O	COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C(O)=O)[N+]([O-])=O
3131-27-9	CAS-RN	DTXSID60185241	3-Pyridinemethanol, 5-hydroxy-4-(methoxymethyl)-6-methyl-, hydrochloride	Cl.COCC1=C(O)C(C)=NC=C1CO	COCC1=C(O)C(C)=NC=C1CO
3132-99-8	CAS-RN	DTXSID4027521	3-Bromobenzaldehyde	BrC1=CC=CC(C=O)=C1	BrC1=CC=CC(C=O)=C1
31328-28-6	CAS-RN	DTXSID50953370	1-(Methanethioylsulfanyl)-2-methylpiperazine	CC1CNCCN1SC=S	CC1CNCCN1SC=S
31329-57-4	CAS-RN	DTXSID3023344	Nafronyl	CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12	CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12
31333-64-9	CAS-RN	DTXSID9073468	Phosphorodithioic acid, O,O-diethyl S-[2-(methylthio)-1-propenyl] ester	CCOP(=S)(OCC)SC=C(C)SC	CCOP(=S)(OCC)SC=C(C)SC
31335-41-8	CAS-RN	DTXSID40185264	Sulfone, dichloromethyl trichloromethylthio	ClC(Cl)S(=O)(=O)SC(Cl)(Cl)Cl	ClC(Cl)S(=O)(=O)SC(Cl)(Cl)Cl
3134-12-1	CAS-RN	DTXSID2042270	Phenobenzuron	CN(C)C(=O)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(Cl)C=C1	CN(C)C(=O)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(Cl)C=C1
314-03-4	CAS-RN	DTXSID0048476	Pimethixene	CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12	CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12
314-40-9	CAS-RN	DTXSID4022020	Bromacil	CCC(C)N1C(=O)NC(C)=C(Br)C1=O	CCC(C)N1C(=O)N=C(C)C(Br)C1=O
314-42-1	CAS-RN	DTXSID2042064	Isocil	CC(C)N1C(=O)NC(C)=C(Br)C1=O	CC(C)N1C(=O)N=C(C)C(Br)C1=O
3140-73-6	CAS-RN	DTXSID60185322	2-Chloro-4,6-dimethoxy-1,3,5-triazine	COC1=NC(OC)=NC(Cl)=N1	COC1=NC(OC)=NC(Cl)=N1
31430-15-6	CAS-RN	DTXSID8023058	Flubendazole	COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=C(F)C=C1	COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=C(F)C=C1
31431-39-7	CAS-RN	DTXSID4040682	Mebendazole	COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1	COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1
3147-75-9	CAS-RN	DTXSID9027522	Octrizole	CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1	CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
314771-88-5	CAS-RN	DTXSID90710944	N-(3-Chloro-4-fluorophenyl)-6-nitro-7-{[(3S)-oxolan-3-yl]oxy}quinazolin-4-amine	[O-][N+](=O)C1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1	[O-][N+](=O)C1=C(OC2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
3148-72-9	CAS-RN	DTXSID5044653	Diaminopropanol tetraacetic acid	OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O	OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O
315-18-4	CAS-RN	DTXSID7020893	Mexacarbate	CNC(=O)OC1=CC(C)=C(N(C)C)C(C)=C1	CNC(=O)OC1=CC(C)=C(N(C)C)C(C)=C1
315-22-0	CAS-RN	DTXSID9020902	Monocrotaline	C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23	CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
315-37-7	CAS-RN	DTXSID701016540	Testosterone enanthate	[H][C@@]12CC[C@H](OC(=O)CCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
315-72-0	CAS-RN	DTXSID3023394	Opipramol	OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=C2C=CC=C3)CC1	OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=C2C=CC=C3)CC1
315-80-0	CAS-RN	DTXSID5048421	Dibenzepin hydrochloride	Cl.CN(C)CCN1C2=C(C=CC=C2)N(C)C2=C(C=CC=C2)C1=O	CN(C)CCN1C2=C(C=CC=C2)N(C)C2=C(C=CC=C2)C1=O
31512-74-0	CAS-RN	DTXSID8034829	Polixetonium chloride	-	-
3152-41-8	CAS-RN	DTXSID70185414	Phosphorodithioic acid, (((3,4-dichlorophenyl)thio)methyl) O,O-diethyl ester	CCOP(=S)(OCC)SCSC1=CC(Cl)=C(Cl)C=C1	CCOP(=S)(OCC)SCSC1=CC(Cl)=C(Cl)C=C1
31570-04-4	CAS-RN	DTXSID2027969	Tris(2,4-di-tert-butylphenyl) phosphite	CC(C)(C)C1=CC(=C(OP(OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C	CC(C)(C)C1=CC(=C(OP(OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C
31571-71-8	NO_MATCH	-	-	-	-
3159-29-3	CAS-RN	DTXSID50185477	Carbanilic acid, 3-chloro-, 2-butenylene ester	ClC1=CC=CC(NC(=O)OCC#CCOC(=O)NC2=CC(Cl)=CC=C2)=C1	ClC1=CC=CC(NC(=O)OCC#CCOC(=O)NC2=CC(Cl)=CC=C2)=C1
316-42-7	CAS-RN	DTXSID7020558	Emetine dihydrochloride	Cl.Cl.CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12	CCC1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1CC1NCCC2=CC(OC)=C(OC)C=C12
3160-37-0	CAS-RN	DTXSID7025926	Piperonal acetone	CC(=O)C=CC1=CC=C2OCOC2=C1	CC(=O)C=CC1=CC=C2OCOC2=C1
31600-56-3	CAS-RN	DTXSID90185491	Benzene, ((2-methoxyethoxy)methyl)-	COCCOCC1=CC=CC=C1	COCCOCC1=CC=CC=C1
31635-40-2	CAS-RN	DTXSID10185519	Acetamide, N-1-adamantyl-N-(2-(dimethylamino)ethoxy)-, hydrochloride	Cl.[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)N(OCCN(C)C)C(C)=O	[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)N(OCCN(C)C)C(C)=O
3164-34-9	CAS-RN	DTXSID50883961	Calcium tartrate	[Ca++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O	OC(C(O)C(O)=O)C(O)=O
31642-65-6	CAS-RN	DTXSID00953608	8-Methyl-3-[(2-methylphenyl)(phenyl)methoxy]-8-azabicyclo[3.2.1]octane--hydrogen bromide (1/1)	Br.CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=CC=C1C	CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=CC=C1C
31643-49-9	CAS-RN	DTXSID4067642	1,2-Benzenedicarbonitrile, 4-nitro-	[O-][N+](=O)C1=CC(C#N)=C(C=C1)C#N	[O-][N+](=O)C1=CC(C#N)=C(C=C1)C#N
31652-69-4	CAS-RN	DTXSID00953623	1-(Methoxymethyl)-9a,11b-dimethyl-1,6b,7,8,9a,10,11,11b-octahydro-3H-furo[4,3,2-de]indeno[4,5-h][2]benzopyran-3,6,9-trione	[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@]([H])(COC)[C@]13C	COCC1OC(=O)C2=COC3=C2C1(C)C1=C(C2CCC(=O)C2(C)CC1)C3=O
31677-93-7	CAS-RN	DTXSID6044561	2-(tert-Butylamino)-3'-chloropropiophenone hydrochloride	Cl.CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1	CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
31684-63-6	CAS-RN	DTXSID50185578	Methanone, (4-amino-3-hydroxyphenyl)phenyl-	NC1=C(O)C=C(C=C1)C(=O)C1=CC=CC=C1	NC1=C(O)C=C(C=C1)C(=O)C1=CC=CC=C1
31698-14-3	CAS-RN	DTXSID6020357	Cyclocytidine	OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=N)C=CN23)[C@@H]1O	OCC1OC2C(OC3=NC(=N)C=CN23)C1O
317-83-9	CAS-RN	DTXSID8074990	2-Cyclohexyl-4,6-dinitrophenol dicyclohexylamine salt	C1CCC(CC1)NC1CCCCC1.OC1=C(C=C(C=C1C1CCCCC1)[N+]([O-])=O)[N+]([O-])=O	OC1=C(C=C(C=C1C1CCCCC1)[N+]([O-])=O)[N+]([O-])=O
31717-87-0	CAS-RN	DTXSID4034283	Dodemorph acetate	CC(O)=O.CC1CN(CC(C)O1)C1CCCCCCCCCCC1	CC1CN(CC(C)O1)C1CCCCCCCCCCC1
3173-53-3	CAS-RN	DTXSID8025464	Isocyanatocyclohexane	O=C=NC1CCCCC1	O=C=NC1CCCCC1
3173-72-6	CAS-RN	DTXSID8040145	1,5-Naphthalene diisocyanate	O=C=NC1=CC=CC2=C(C=CC=C12)N=C=O	O=C=NC1=CC=CC2=C(C=CC=C12)N=C=O
3174-67-2	CAS-RN	DTXSID50953678	Pentane-1,3-diol	CCC(O)CCO	CCC(O)CCO
3175-23-3	CAS-RN	DTXSID0062890	Propane, 1,2,2-trichloro-	CC(Cl)(Cl)CCl	CC(Cl)(Cl)CCl
3176-03-2	CAS-RN	DTXSID301017908	Drotebanol	COC1=C(OC)C2=C(C[C@H]3N(C)CC[C@@]22C[C@H](O)CC[C@@]32O)C=C1	COC1=CC=C2CC3N(C)CCC4(CC(O)CCC34O)C2=C1OC
31770-74-8	NO_MATCH	-	-	-	-
31775-20-9	CAS-RN	DTXSID40885515	Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-ethoxyphenyl)-3-oxo-	CCOC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC=C(N=NC(C(C)=O)C(=O)NC3=CC=C(OCC)C=C3)C(Cl)=C2)C(C)=O)C=C1	CCOC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC=C(N=NC(C(C)=O)C(=O)NC3=CC=C(OCC)C=C3)C(Cl)=C2)C(C)=O)C=C1
31778-10-6	CAS-RN	DTXSID9067645	Benzoic acid, 2-[[3-[[(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)amino]carbonyl]-2-hydroxy-1-naphthalenyl]azo]-, butyl ester	CCCCOC(=O)C1=C(C=CC=C1)N=NC1=C2C=CC=CC2=CC(C(=O)NC2=CC=C3NC(=O)NC3=C2)=C1O	CCCCOC(=O)C1=C(C=CC=C1)N=NC1=C2C=CC=CC2=CC(C(=O)NC2=CC=C3NC(=O)NC3=C2)=C1O
3179-63-3	CAS-RN	DTXSID5062895	1-Propanol, 3-(dimethylamino)-	CN(C)CCCO	CN(C)CCCO
3179-76-8	CAS-RN	DTXSID2038817	3-[Diethoxy(methyl)silyl]propan-1-amine	CCO[Si](C)(CCCN)OCC	CCO[Si](C)(CCCN)OCC
31793-07-4	CAS-RN	DTXSID7023489	Pirprofen	CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1	CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1
318-98-9	CAS-RN	DTXSID3021198	Propranolol hydrochloride	Cl.CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2	CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1
3180-09-4	CAS-RN	DTXSID0062898	2-Butylphenol	CCCCC1=C(O)C=CC=C1	CCCCC1=C(O)C=CC=C1
31802-16-1	CAS-RN	DTXSID10953730	N-(Propan-2-yl)-10,11-dihydro-5H-dibenzo[a,d][7]annulen-10-amine	CC(C)NC1CC2=CC=CC=C2CC2=CC=CC=C12	CC(C)NC1CC2=CC=CC=C2CC2=CC=CC=C12
31810-89-6	CAS-RN	DTXSID9052002	C.I. Disperse Blue 56	-	-
3182-02-3	CAS-RN	DTXSID7062900	3H-Pyrazol-3-one, 5-[(2,4-dichlorophenyl)amino]-2,4-dihydro-2-(2,4,6-trichlorophenyl)-	ClC1=CC(Cl)=C(NC2=NN(C(=O)C2)C2=C(Cl)C=C(Cl)C=C2Cl)C=C1	ClC1=CC(Cl)=C(NC2=NN(C(=O)C2)C2=C(Cl)C=C(Cl)C=C2Cl)C=C1
31828-50-9	CAS-RN	DTXSID90185698	Cephradine dihydrate	O.O.CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)C1=CCC=CC1)C2=O)C(O)=O	CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CCC=CC1)C2=O)C(O)=O
3184-13-2	CAS-RN	DTXSID50858851	L-Ornithine monohydrochloride	Cl.NCCC[C@H](N)C(O)=O	NCCCC(N)C(O)=O
31842-01-0	CAS-RN	DTXSID5045831	Indoprofen	CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O	CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O
31848-02-9	CAS-RN	DTXSID60953760	(4-Chlorophenyl){3,5-dimethoxy-4-[2-(morpholin-4-yl)ethoxy]phenyl}methanone--hydrogen chloride (1/1)	Cl.COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1	COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1
31848-11-0	CAS-RN	DTXSID2041753	Carbamorph	CN(C)C(=S)SCN1CCOCC1	CN(C)C(=S)SCN1CCOCC1
3186-23-0	CAS-RN	DTXSID90953773	1-Bromo-4,5,6,7,8,8-hexachloro-3a,4,7,7a-tetrahydro-1H-4,7-methanoindene	ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl	ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl
31868-18-5	CAS-RN	DTXSID9057715	Mexazolam	CC1COC2(N1CC(=O)NC1=CC=C(Cl)C=C21)C1=CC=CC=C1Cl	CC1COC2(N1CC(=O)NC1=CC=C(Cl)C=C21)C1=CC=CC=C1Cl
31876-38-7	CAS-RN	DTXSID10185731	Moniliformin	OC1=CC(=O)C1=O	O=C1CC(=O)C1=O
3188-57-6	CAS-RN	DTXSID80953787	Octahydro-1aH-2,5-methanoindeno[1,2-b]oxiren-4-ol	OC1CC2CC1C1CC3OC3C21	OC1CC2CC1C1CC3OC3C21
31895-22-4	CAS-RN	DTXSID0047036	Thiocyclam oxalate	OC(=O)C(O)=O.CN(C)C1CSSSC1	CN(C)C1CSSSC1
319-24-4	CAS-RN	DTXSID80382639	Methyl 2-amino-5-fluorobenzoate	COC(=O)C1=C(N)C=CC(F)=C1	COC(=O)C1=C(N)C=CC(F)=C1
319-84-6	CAS-RN	DTXSID2020684	alpha-1,2,3,4,5,6-Hexachlorocyclohexane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
319-85-7	CAS-RN	DTXSID7020685	beta-Hexachlorocyclohexane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
319-86-8	CAS-RN	DTXSID5024134	delta-Hexachlorocyclohexane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
31900-04-6	CAS-RN	DTXSID90891787	4,4'-Bis[[4-anilino-6-(methylamino)-1,3,5-triazin-2-yl]amino]-2,2'-stilbene disulfonic acid disodium	[Na+].[Na+].CNC1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=CC=CC=C5)=NC(NC)=N4)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1	CNC1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=CC=CC=C5)=NC(NC)=N4)C=C3)S(O)(=O)=O)C=C2)S(O)(=O)=O)=NC(NC2=CC=CC=C2)=N1
31934-88-0	CAS-RN	DTXSID20185767	5-Chloro-3-methylcatechol	CC1=CC(Cl)=CC(O)=C1O	CC1=CC(Cl)=CC(O)=C1O
3194-36-3	CAS-RN	DTXSID90953839	3-(Azepan-1-yl)-N-hydroxypropanimidamide--hydrogen chloride (1/2)	Cl.Cl.ONC(=N)CCN1CCCCCC1	ONC(=N)CCN1CCCCCC1
3194-55-6	CAS-RN	DTXSID4027527	1,2,5,6,9,10-Hexabromocyclododecane	BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br	BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
3196-50-7	CAS-RN	DTXSID80953848	9,10-Dimethyl-4-phenyl-1,2,3,4-tetrahydro-1,4-(azenometheno)naphthalen-10-ium chloride	[Cl-].CC1=[N+](C)C2CCC1(C1=CC=CC=C1)C1=CC=CC=C21	CC1=[N+](C)C2CCC1(C1=CC=CC=C1)C1=CC=CC=C21
320-60-5	CAS-RN	DTXSID0047959	2,4-Dichloro-1-(trifluoromethyl)benzene	FC(F)(F)C1=CC=C(Cl)C=C1Cl	FC(F)(F)C1=CC=C(Cl)C=C1Cl
3200-06-4	CAS-RN	DTXSID6045533	Nafronyl oxalate	OC(=O)C(O)=O.CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=C2C=CC=CC2=CC=C1	CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12
32033-21-9	CAS-RN	DTXSID40953900	N-Methyl-N-(prop-2-yn-1-yl)-2,3-dihydro-1H-inden-1-amine	CN(CC#C)C1CCC2=CC=CC=C12	CN(CC#C)C1CCC2=CC=CC=C12
3204-27-1	CAS-RN	DTXSID50185856	Dinoterb acetate [ISO]	CC(=O)OC1=C(C=C(C=C1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O	CC(=O)OC1=C(C=C(C=C1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O
32061-14-6	NO_MATCH	-	-	-	-
3209-22-1	CAS-RN	DTXSID8024997	2,3-Dichloronitrobenzene	[O-][N+](=O)C1=CC=CC(Cl)=C1Cl	[O-][N+](=O)C1=CC=CC(Cl)=C1Cl
321-14-2	CAS-RN	DTXSID7059806	Benzoic acid, 5-chloro-2-hydroxy-	OC(=O)C1=C(O)C=CC(Cl)=C1	OC(=O)C1=C(O)C=CC(Cl)=C1
321-54-0	CAS-RN	DTXSID1037513	Coumaphos oxon	CCOP(=O)(OCC)OC1=CC=C2C(C)=C(Cl)C(=O)OC2=C1	CCOP(=O)(OCC)OC1=CC=C2C(C)=C(Cl)C(=O)OC2=C1
321-55-1	CAS-RN	DTXSID5046221	Haloxon	CC1=C(Cl)C(=O)OC2=CC(OP(=O)(OCCCl)OCCCl)=CC=C12	CC1=C(Cl)C(=O)OC2=CC(OP(=O)(OCCCl)OCCCl)=CC=C12
321-64-2	CAS-RN	DTXSID1037272	Tacrine	NC1=C2CCCCC2=NC2=C1C=CC=C2	NC1=C2CCCCC2=NC2=C1C=CC=C2
3212-26-8	CAS-RN	DTXSID30953999	3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7-epoxy-3,6-methanonaphtho[2,3-b]oxirene	ClC1=C(Cl)C2(Cl)C3C4OC(C5OC45)C3C1(Cl)C2(Cl)Cl	ClC1=C(Cl)C2(Cl)C3C4OC(C5OC45)C3C1(Cl)C2(Cl)Cl
3214-64-0	CAS-RN	DTXSID70185919	SRC-820 R	CC1=C(N=CC=C1)N1C(C)=NC2=CC=CC=C2C1=O	CC1=C(N=CC=C1)N1C(C)=NC2=CC=CC=C2C1=O
32150-76-8	CAS-RN	DTXSID40185941	Uracil, 1-allyl-5-(dimethylamino)-6-methyl-3-phenyl-	CN(C)C1=C(C)N(CC=C)C(=O)N(C2=CC=CC=C2)C1=O	CN(C)C1=C(C)N(CC=C)C(=O)N(C2=CC=CC=C2)C1=O
32179-45-6	CAS-RN	DTXSID90954043	5-Chloro-1,1-dimethyl-2,3-dihydro-1H-indol-1-ium bromide	[Br-].C[N+]1(C)CCC2=CC(Cl)=CC=C12	C[N+]1(C)CCC2=CC(Cl)=CC=C12
3218-36-8	CAS-RN	DTXSID9073961	[1,1'-Biphenyl]-4-carboxaldehyde	O=CC1=CC=C(C=C1)C1=CC=CC=C1	O=CC1=CC=C(C=C1)C1=CC=CC=C1
322-79-2	CAS-RN	DTXSID8045305	Triflusal	CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O	CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O
3221-15-6	NO_MATCH	-	-	-	-
32210-23-4	CAS-RN	DTXSID1027974	4-tert-Butylcyclohexyl acetate	CC(=O)OC1CCC(CC1)C(C)(C)C	CC(=O)OC1CCC(CC1)C(C)(C)C
32221-81-1	CAS-RN	DTXSID4020905	dl-Monosodium glutamate	[Na+].NC(CCC([O-])=O)C(O)=O	NC(CCC(O)=O)C(O)=O
32222-06-3	CAS-RN	DTXSID5022722	Calcitriol	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O	CC(CCCC(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C
32226-69-0	CAS-RN	DTXSID80185985	Quinoline, 4-(2-(1-pyrrolidinyl)ethoxy)-	C(CN1CCCC1)OC1=CC=NC2=CC=CC=C12	C(CN1CCCC1)OC1=CC=NC2=CC=CC=C12
3226-32-2	CAS-RN	DTXSID00186010	Phenol, o-hexyl-	CCCCCCC1=CC=CC=C1O	CCCCCCC1=CC=CC=C1O
3226-36-6	CAS-RN	DTXSID60186011	Carbamic acid, dimethyldithio-, ammonium salt	[NH4+].CN(C)C([S-])=S	CN(C)C(S)=S
32266-10-7	CAS-RN	DTXSID6046688	Hexoprenaline sulfate	OS(O)(=O)=O.OC(CNCCCCCCNCC(O)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1	OC(CNCCCCCCNCC(O)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1
3234-85-3	CAS-RN	DTXSID5047403	Myristyl myristate	CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
32357-99-6	CAS-RN	DTXSID40186074	Phosphorodithioic acid, S-(2-(p-chlorophenylthio)ethyl) O,O-dimethyl ester	COP(=S)(OC)SCCSC1=CC=C(Cl)C=C1	COP(=S)(OC)SCCSC1=CC=C(Cl)C=C1
32358-07-9	CAS-RN	DTXSID50954140	1-{2-[(Dimethoxyphosphorothioyl)sulfanyl]propyl} 4-prop-2-en-1-yl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate	COP(=S)(OC)SC(C)COC(=O)C(CC(=O)OCC=C)SP(=S)(OC)OC	COP(=S)(OC)SC(C)COC(=O)C(CC(=O)OCC=C)SP(=S)(OC)OC
32358-09-1	CAS-RN	DTXSID70954142	Diethyl 2,3-bis[(dimethoxyphosphorothioyl)sulfanyl]butanedioate	CCOC(=O)C(SP(=S)(OC)OC)C(SP(=S)(OC)OC)C(=O)OCC	CCOC(=O)C(SP(=S)(OC)OC)C(SP(=S)(OC)OC)C(=O)OCC
3238-40-2	CAS-RN	DTXSID0062927	2,5-Furandicarboxylic acid	OC(=O)C1=CC=C(O1)C(O)=O	OC(=O)C1=CC=C(O1)C(O)=O
32384-65-9	CAS-RN	DTXSID30451107	(3R,4S,5R,6R)-3,4,5-Tris[(trimethylsilyl)oxy]-6-{[(trimethylsilyl)oxy]methyl}oxan-2-one (non-preferred name)	C[Si](C)(C)OC[C@H]1OC(=O)[C@H](O[Si](C)(C)C)[C@@H](O[Si](C)(C)C)[C@@H]1O[Si](C)(C)C	C[Si](C)(C)OCC1OC(=O)C(O[Si](C)(C)C)C(O[Si](C)(C)C)C1O[Si](C)(C)C
32385-11-8	CAS-RN	DTXSID0023583	Sisomicin	CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O	CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O
32388-55-9	CAS-RN	DTXSID4029353	Acetylcedrene	[H][C@]12C[C@@]3(CC(C(C)=O)=C1C)[C@H](C)CC[C@@]3([H])C2(C)C	[H]C12CC3(CC(C(C)=O)=C1C)C(C)CCC3C2(C)C
3239-63-2	CAS-RN	DTXSID90954164	O-Phenyl S-propyl methylphosphonodithioate	CCCSP(C)(=S)OC1=CC=CC=C1	CCCSP(C)(=S)OC1=CC=CC=C1
3244-90-4	CAS-RN	DTXSID6032510	Aspon	CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC	CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC
